source_dataset,message_id,subject,body,combined_text,from_address,from_domain,reply_to_address,reply_to_domain,return_path_domain,message_id_domain,html_content,label
bundled_local,EMAIL_000482,Refund Pending - Claim Now,IRS tax refund ready for pickup. Claim here: bit.ly/obrgbf,Refund Pending - Claim Now IRS tax refund ready for pickup. Claim here: bit.ly/obrgbf,admin@bank-security-check.xyz,bank-security-check.xyz,,,,,,1
bundled_local,EMAIL_000767,Password Changed Successfully,Thank you for your order! Your item will be shipped within 2 business days.,Password Changed Successfully Thank you for your order! Your item will be shipped within 2 business days.,admin@project.com,project.com,,,,,,0
bundled_local,EMAIL_000163,Update Payment Method Required,PayPal security alert. Confirm your information: bit.ly/xe5jqu,Update Payment Method Required PayPal security alert. Confirm your information: bit.ly/xe5jqu,admin@bank-security-check.xyz,bank-security-check.xyz,,,,,,1
bundled_local,EMAIL_000393,Update Payment Method Required,PayPal security alert. Confirm your information: bit.ly/167u73,Update Payment Method Required PayPal security alert. Confirm your information: bit.ly/167u73,verify@micros0ft-account.ru,micros0ft-account.ru,,,,,,1
bundled_local,EMAIL_000491,Your Package Delivery Failed,Amazon detected unauthorized access. Verify your account: bit.ly/mdinxz,Your Package Delivery Failed Amazon detected unauthorized access. Verify your account: bit.ly/mdinxz,admin@bank-security-check.xyz,bank-security-check.xyz,,,,,,1
bundled_local,EMAIL_000115,Bank Security Alert,PayPal security alert. Confirm your information: bit.ly/zx6bwk,Bank Security Alert PayPal security alert. Confirm your information: bit.ly/zx6bwk,admin@bank-security-check.xyz,bank-security-check.xyz,,,,,,1
bundled_local,EMAIL_000127,Congratulations! You've Won a Prize,Confirm receipt of package: bit.ly/pi3lua,Congratulations! You've Won a Prize Confirm receipt of package: bit.ly/pi3lua,support@paypa1-verify.com,paypa1-verify.com,,,,,,1
bundled_local,EMAIL_000890,Your Order Confirmation,Your subscription has been renewed. Thank you for your continued support.,Your Order Confirmation Your subscription has been renewed. Thank you for your continued support.,newsletter@brand.com,brand.com,,,,,,0
bundled_local,EMAIL_000267,Confirm Your Identity Now,IRS tax refund ready for pickup. Claim here: bit.ly/nx07i9,Confirm Your Identity Now IRS tax refund ready for pickup. Claim here: bit.ly/nx07i9,help@applesupport-verify.net,applesupport-verify.net,,,,,,1
bundled_local,EMAIL_000309,Confirm Your Identity Now,Your Microsoft account needs immediate attention: bit.ly/8olgei,Confirm Your Identity Now Your Microsoft account needs immediate attention: bit.ly/8olgei,security@google-account.tk,google-account.tk,,,,,,1
bundled_local,EMAIL_000302,Bank Security Alert,Congratulations! You've won $5000. Claim your prize: bit.ly/n78y46,Bank Security Alert Congratulations! You've won $5000. Claim your prize: bit.ly/n78y46,support@paypa1-verify.com,paypa1-verify.com,,,,,,1
bundled_local,EMAIL_000071,Bank Security Alert,Click here immediately to verify your account before it gets suspended: bit.ly/nbwxpb,Bank Security Alert Click here immediately to verify your account before it gets suspended: bit.ly/nbwxpb,noreply@amaz0n-security.com,amaz0n-security.com,,,,,,1
bundled_local,EMAIL_000287,Congratulations! You've Won a Prize,Your Netflix subscription needs updating: bit.ly/klyw9q,Congratulations! You've Won a Prize Your Netflix subscription needs updating: bit.ly/klyw9q,support@paypa1-verify.com,paypa1-verify.com,,,,,,1
bundled_local,EMAIL_000369,Congratulations! You've Won a Prize,Your Netflix subscription needs updating: bit.ly/13fjij,Congratulations! You've Won a Prize Your Netflix subscription needs updating: bit.ly/13fjij,admin@bank-security-check.xyz,bank-security-check.xyz,,,,,,1
bundled_local,EMAIL_000397,Click Here to Confirm Your Password,Your Microsoft account needs immediate attention: bit.ly/lw3plz,Click Here to Confirm Your Password Your Microsoft account needs immediate attention: bit.ly/lw3plz,support@paypa1-verify.com,paypa1-verify.com,,,,,,1
bundled_local,EMAIL_000197,Bank Security Alert,PayPal security alert. Confirm your information: bit.ly/4ybt0x,Bank Security Alert PayPal security alert. Confirm your information: bit.ly/4ybt0x,security@google-account.tk,google-account.tk,,,,,,1
bundled_local,EMAIL_000637,Team Lunch This Friday,The team meeting has been rescheduled to Friday at 3 PM. See you then!,Team Lunch This Friday The team meeting has been rescheduled to Friday at 3 PM. See you then!,newsletter@brand.com,brand.com,,,,,,0
bundled_local,EMAIL_000597,Project Update - Q3 Results,We've improved our security. No action needed from you.,Project Update - Q3 Results We've improved our security. No action needed from you.,admin@project.com,project.com,,,,,,0
bundled_local,EMAIL_000863,Team Lunch This Friday,"Your password has been successfully changed. If this wasn't you, contact support.","Team Lunch This Friday Your password has been successfully changed. If this wasn't you, contact support.",notifications@app.com,app.com,,,,,,0
bundled_local,EMAIL_000334,Urgent: Verify Your Account,Confirm receipt of package: bit.ly/42slxq,Urgent: Verify Your Account Confirm receipt of package: bit.ly/42slxq,noreply@amaz0n-security.com,amaz0n-security.com,,,,,,1
bundled_local,EMAIL_000810,New Feature Release Notes,Here's the monthly report with our latest metrics and performance analysis.,New Feature Release Notes Here's the monthly report with our latest metrics and performance analysis.,admin@project.com,project.com,,,,,,0
bundled_local,EMAIL_000662,New Feature Release Notes,Thank you for your order! Your item will be shipped within 2 business days.,New Feature Release Notes Thank you for your order! Your item will be shipped within 2 business days.,admin@project.com,project.com,,,,,,0
bundled_local,EMAIL_000590,Team Lunch This Friday,Attached is the updated project timeline. Please review and provide feedback.,Team Lunch This Friday Attached is the updated project timeline. Please review and provide feedback.,support@service.com,service.com,,,,,,0
bundled_local,EMAIL_000226,Congratulations! You've Won a Prize,Amazon detected unauthorized access. Verify your account: bit.ly/bxkz80,Congratulations! You've Won a Prize Amazon detected unauthorized access. Verify your account: bit.ly/bxkz80,support@paypa1-verify.com,paypa1-verify.com,,,,,,1
bundled_local,EMAIL_000422,Refund Pending - Claim Now,Your Microsoft account needs immediate attention: bit.ly/i0p61f,Refund Pending - Claim Now Your Microsoft account needs immediate attention: bit.ly/i0p61f,noreply@amaz0n-security.com,amaz0n-security.com,,,,,,1
bundled_local,EMAIL_000387,Update Payment Method Required,Your Netflix subscription needs updating: bit.ly/9329lx,Update Payment Method Required Your Netflix subscription needs updating: bit.ly/9329lx,verify@micros0ft-account.ru,micros0ft-account.ru,,,,,,1
bundled_local,EMAIL_000323,Click Here to Confirm Your Password,Congratulations! You've won $5000. Claim your prize: bit.ly/bblmbk,Click Here to Confirm Your Password Congratulations! You've won $5000. Claim your prize: bit.ly/bblmbk,help@applesupport-verify.net,applesupport-verify.net,,,,,,1
bundled_local,EMAIL_000178,Confirm Your Identity Now,Your Microsoft account needs immediate attention: bit.ly/b1xsid,Confirm Your Identity Now Your Microsoft account needs immediate attention: bit.ly/b1xsid,security@google-account.tk,google-account.tk,,,,,,1
bundled_local,EMAIL_000312,Action Required: Unusual Activity Detected,Your payment method has expired. Update it now: bit.ly/ojpuz1,Action Required: Unusual Activity Detected Your payment method has expired. Update it now: bit.ly/ojpuz1,verify@micros0ft-account.ru,micros0ft-account.ru,,,,,,1
bundled_local,EMAIL_000971,New Feature Release Notes,The team meeting has been rescheduled to Friday at 3 PM. See you then!,New Feature Release Notes The team meeting has been rescheduled to Friday at 3 PM. See you then!,newsletter@brand.com,brand.com,,,,,,0
bundled_local,EMAIL_000578,Monthly Report Attached,Thank you for attending our webinar. Here's the recording link.,Monthly Report Attached Thank you for attending our webinar. Here's the recording link.,admin@project.com,project.com,,,,,,0
bundled_local,EMAIL_000793,Your Order Confirmation,Here's the monthly report with our latest metrics and performance analysis.,Your Order Confirmation Here's the monthly report with our latest metrics and performance analysis.,support@service.com,service.com,,,,,,0
bundled_local,EMAIL_000493,Action Required: Unusual Activity Detected,PayPal security alert. Confirm your information: bit.ly/27m1a7,Action Required: Unusual Activity Detected PayPal security alert. Confirm your information: bit.ly/27m1a7,noreply@amaz0n-security.com,amaz0n-security.com,,,,,,1
bundled_local,EMAIL_000134,Congratulations! You've Won a Prize,PayPal security alert. Confirm your information: bit.ly/8wxb01,Congratulations! You've Won a Prize PayPal security alert. Confirm your information: bit.ly/8wxb01,admin@bank-security-check.xyz,bank-security-check.xyz,,,,,,1
bundled_local,EMAIL_000613,Annual Leave Request Approved,Your subscription has been renewed. Thank you for your continued support.,Annual Leave Request Approved Your subscription has been renewed. Thank you for your continued support.,team@workplace.com,workplace.com,,,,,,0
bundled_local,EMAIL_000321,Your Package Delivery Failed,Your Netflix subscription needs updating: bit.ly/deral2,Your Package Delivery Failed Your Netflix subscription needs updating: bit.ly/deral2,admin@bank-security-check.xyz,bank-security-check.xyz,,,,,,1
bundled_local,EMAIL_000233,Refund Pending - Claim Now,Your payment method has expired. Update it now: bit.ly/nue5x5,Refund Pending - Claim Now Your payment method has expired. Update it now: bit.ly/nue5x5,noreply@amaz0n-security.com,amaz0n-security.com,,,,,,1
bundled_local,EMAIL_000449,Bank Security Alert,Amazon detected unauthorized access. Verify your account: bit.ly/dq99xd,Bank Security Alert Amazon detected unauthorized access. Verify your account: bit.ly/dq99xd,help@applesupport-verify.net,applesupport-verify.net,,,,,,1
bundled_local,EMAIL_000345,Bank Security Alert,Your Netflix subscription needs updating: bit.ly/cu8593,Bank Security Alert Your Netflix subscription needs updating: bit.ly/cu8593,verify@micros0ft-account.ru,micros0ft-account.ru,,,,,,1
bundled_local,EMAIL_000645,New Feature Release Notes,Welcome to our subscriber community. You'll receive weekly updates on new features.,New Feature Release Notes Welcome to our subscriber community. You'll receive weekly updates on new features.,admin@project.com,project.com,,,,,,0
bundled_local,EMAIL_000608,Your Order Confirmation,Thank you for your order! Your item will be shipped within 2 business days.,Your Order Confirmation Thank you for your order! Your item will be shipped within 2 business days.,support@service.com,service.com,,,,,,0
bundled_local,EMAIL_000630,Your Reservation Confirmation,Welcome to our subscriber community. You'll receive weekly updates on new features.,Your Reservation Confirmation Welcome to our subscriber community. You'll receive weekly updates on new features.,orders@store.com,store.com,,,,,,0
bundled_local,EMAIL_000769,Monthly Report Attached,The team meeting has been rescheduled to Friday at 3 PM. See you then!,Monthly Report Attached The team meeting has been rescheduled to Friday at 3 PM. See you then!,orders@store.com,store.com,,,,,,0
bundled_local,EMAIL_000168,Bank Security Alert,Your Netflix subscription needs updating: bit.ly/y5ysx5,Bank Security Alert Your Netflix subscription needs updating: bit.ly/y5ysx5,admin@bank-security-check.xyz,bank-security-check.xyz,,,,,,1
bundled_local,EMAIL_000026,Action Required: Unusual Activity Detected,Amazon detected unauthorized access. Verify your account: bit.ly/m6uo5x,Action Required: Unusual Activity Detected Amazon detected unauthorized access. Verify your account: bit.ly/m6uo5x,security@google-account.tk,google-account.tk,,,,,,1
bundled_local,EMAIL_000330,Action Required: Unusual Activity Detected,IRS tax refund ready for pickup. Claim here: bit.ly/16hzy3,Action Required: Unusual Activity Detected IRS tax refund ready for pickup. Claim here: bit.ly/16hzy3,support@paypa1-verify.com,paypa1-verify.com,,,,,,1
bundled_local,EMAIL_000741,Team Lunch This Friday,We've improved our security. No action needed from you.,Team Lunch This Friday We've improved our security. No action needed from you.,newsletter@brand.com,brand.com,,,,,,0
bundled_local,EMAIL_000419,Bank Security Alert,Your payment method has expired. Update it now: bit.ly/ie9z9i,Bank Security Alert Your payment method has expired. Update it now: bit.ly/ie9z9i,admin@bank-security-check.xyz,bank-security-check.xyz,,,,,,1
bundled_local,EMAIL_000415,Urgent: Verify Your Account,Click here immediately to verify your account before it gets suspended: bit.ly/2vhnas,Urgent: Verify Your Account Click here immediately to verify your account before it gets suspended: bit.ly/2vhnas,help@applesupport-verify.net,applesupport-verify.net,,,,,,1
bundled_local,EMAIL_000997,New Feature Release Notes,"Hi, just wanted to follow up on our discussion. Looking forward to the meeting tomorrow.","New Feature Release Notes Hi, just wanted to follow up on our discussion. Looking forward to the meeting tomorrow.",hr@company.com,company.com,,,,,,0
bundled_local,EMAIL_000108,Congratulations! You've Won a Prize,We noticed unusual activity. Please confirm your password: bit.ly/osm7b4,Congratulations! You've Won a Prize We noticed unusual activity. Please confirm your password: bit.ly/osm7b4,support@paypa1-verify.com,paypa1-verify.com,,,,,,1
bundled_local,EMAIL_000794,Your Order Confirmation,"Hi, just wanted to follow up on our discussion. Looking forward to the meeting tomorrow.","Your Order Confirmation Hi, just wanted to follow up on our discussion. Looking forward to the meeting tomorrow.",hr@company.com,company.com,,,,,,0
bundled_local,EMAIL_000077,Your Package Delivery Failed,We noticed unusual activity. Please confirm your password: bit.ly/eetbe7,Your Package Delivery Failed We noticed unusual activity. Please confirm your password: bit.ly/eetbe7,admin@bank-security-check.xyz,bank-security-check.xyz,,,,,,1
bundled_local,EMAIL_000256,Your Account Has Been Compromised,Your Netflix subscription needs updating: bit.ly/1w34b6,Your Account Has Been Compromised Your Netflix subscription needs updating: bit.ly/1w34b6,admin@bank-security-check.xyz,bank-security-check.xyz,,,,,,1
bundled_local,EMAIL_000377,Your Account Has Been Compromised,Your Microsoft account needs immediate attention: bit.ly/995h0k,Your Account Has Been Compromised Your Microsoft account needs immediate attention: bit.ly/995h0k,security@google-account.tk,google-account.tk,,,,,,1
bundled_local,EMAIL_000669,Team Lunch This Friday,"Hi, just wanted to follow up on our discussion. Looking forward to the meeting tomorrow.","Team Lunch This Friday Hi, just wanted to follow up on our discussion. Looking forward to the meeting tomorrow.",team@workplace.com,workplace.com,,,,,,0
bundled_local,EMAIL_000710,Password Changed Successfully,"Hi, just wanted to follow up on our discussion. Looking forward to the meeting tomorrow.","Password Changed Successfully Hi, just wanted to follow up on our discussion. Looking forward to the meeting tomorrow.",orders@store.com,store.com,,,,,,0
bundled_local,EMAIL_000241,Congratulations! You've Won a Prize,Your payment method has expired. Update it now: bit.ly/h8sjvz,Congratulations! You've Won a Prize Your payment method has expired. Update it now: bit.ly/h8sjvz,security@google-account.tk,google-account.tk,,,,,,1
bundled_local,EMAIL_000034,Refund Pending - Claim Now,Confirm receipt of package: bit.ly/ire8jl,Refund Pending - Claim Now Confirm receipt of package: bit.ly/ire8jl,support@paypa1-verify.com,paypa1-verify.com,,,,,,1
bundled_local,EMAIL_000389,Refund Pending - Claim Now,Amazon detected unauthorized access. Verify your account: bit.ly/az0eri,Refund Pending - Claim Now Amazon detected unauthorized access. Verify your account: bit.ly/az0eri,support@paypa1-verify.com,paypa1-verify.com,,,,,,1
bundled_local,EMAIL_000456,Your Package Delivery Failed,Amazon detected unauthorized access. Verify your account: bit.ly/euw72q,Your Package Delivery Failed Amazon detected unauthorized access. Verify your account: bit.ly/euw72q,verify@micros0ft-account.ru,micros0ft-account.ru,,,,,,1
bundled_local,EMAIL_000145,Action Required: Unusual Activity Detected,Your Netflix subscription needs updating: bit.ly/q0b2ad,Action Required: Unusual Activity Detected Your Netflix subscription needs updating: bit.ly/q0b2ad,noreply@amaz0n-security.com,amaz0n-security.com,,,,,,1
bundled_local,EMAIL_000424,Click Here to Confirm Your Password,Click here immediately to verify your account before it gets suspended: bit.ly/3ek2ga,Click Here to Confirm Your Password Click here immediately to verify your account before it gets suspended: bit.ly/3ek2ga,support@paypa1-verify.com,paypa1-verify.com,,,,,,1
bundled_local,EMAIL_000946,Team Lunch This Friday,Thank you for attending our webinar. Here's the recording link.,Team Lunch This Friday Thank you for attending our webinar. Here's the recording link.,admin@project.com,project.com,,,,,,0
bundled_local,EMAIL_000179,Your Account Has Been Compromised,Click here immediately to verify your account before it gets suspended: bit.ly/oiypof,Your Account Has Been Compromised Click here immediately to verify your account before it gets suspended: bit.ly/oiypof,support@paypa1-verify.com,paypa1-verify.com,,,,,,1
bundled_local,EMAIL_000047,Urgent: Verify Your Account,Amazon detected unauthorized access. Verify your account: bit.ly/2jc2j3,Urgent: Verify Your Account Amazon detected unauthorized access. Verify your account: bit.ly/2jc2j3,security@google-account.tk,google-account.tk,,,,,,1
bundled_local,EMAIL_000162,Click Here to Confirm Your Password,Amazon detected unauthorized access. Verify your account: bit.ly/8834l9,Click Here to Confirm Your Password Amazon detected unauthorized access. Verify your account: bit.ly/8834l9,support@paypa1-verify.com,paypa1-verify.com,,,,,,1
bundled_local,EMAIL_000701,Your Order Confirmation,Thank you for attending our webinar. Here's the recording link.,Your Order Confirmation Thank you for attending our webinar. Here's the recording link.,notifications@app.com,app.com,,,,,,0
bundled_local,EMAIL_000055,Your Account Has Been Compromised,Your Microsoft account needs immediate attention: bit.ly/16q9xa,Your Account Has Been Compromised Your Microsoft account needs immediate attention: bit.ly/16q9xa,admin@bank-security-check.xyz,bank-security-check.xyz,,,,,,1
bundled_local,EMAIL_000206,Urgent: Verify Your Account,Confirm receipt of package: bit.ly/9ev4om,Urgent: Verify Your Account Confirm receipt of package: bit.ly/9ev4om,support@paypa1-verify.com,paypa1-verify.com,,,,,,1
bundled_local,EMAIL_000138,Bank Security Alert,Your Netflix subscription needs updating: bit.ly/n5bz0e,Bank Security Alert Your Netflix subscription needs updating: bit.ly/n5bz0e,security@google-account.tk,google-account.tk,,,,,,1
bundled_local,EMAIL_000125,Action Required: Unusual Activity Detected,Confirm receipt of package: bit.ly/wh0tjr,Action Required: Unusual Activity Detected Confirm receipt of package: bit.ly/wh0tjr,admin@bank-security-check.xyz,bank-security-check.xyz,,,,,,1
bundled_local,EMAIL_000109,Congratulations! You've Won a Prize,Congratulations! You've won $5000. Claim your prize: bit.ly/k4bzws,Congratulations! You've Won a Prize Congratulations! You've won $5000. Claim your prize: bit.ly/k4bzws,admin@bank-security-check.xyz,bank-security-check.xyz,,,,,,1
bundled_local,EMAIL_000811,Annual Leave Request Approved,Thank you for your order! Your item will be shipped within 2 business days.,Annual Leave Request Approved Thank you for your order! Your item will be shipped within 2 business days.,admin@project.com,project.com,,,,,,0
bundled_local,EMAIL_000365,Update Payment Method Required,Click here immediately to verify your account before it gets suspended: bit.ly/d052cw,Update Payment Method Required Click here immediately to verify your account before it gets suspended: bit.ly/d052cw,admin@bank-security-check.xyz,bank-security-check.xyz,,,,,,1
bundled_local,EMAIL_000460,Refund Pending - Claim Now,Your Netflix subscription needs updating: bit.ly/wcfgcx,Refund Pending - Claim Now Your Netflix subscription needs updating: bit.ly/wcfgcx,admin@bank-security-check.xyz,bank-security-check.xyz,,,,,,1
bundled_local,EMAIL_000153,Click Here to Confirm Your Password,Congratulations! You've won $5000. Claim your prize: bit.ly/blwvju,Click Here to Confirm Your Password Congratulations! You've won $5000. Claim your prize: bit.ly/blwvju,help@applesupport-verify.net,applesupport-verify.net,,,,,,1
bundled_local,EMAIL_000249,Bank Security Alert,IRS tax refund ready for pickup. Claim here: bit.ly/jsrvga,Bank Security Alert IRS tax refund ready for pickup. Claim here: bit.ly/jsrvga,admin@bank-security-check.xyz,bank-security-check.xyz,,,,,,1
bundled_local,EMAIL_000271,Confirm Your Identity Now,Confirm receipt of package: bit.ly/a4thr1,Confirm Your Identity Now Confirm receipt of package: bit.ly/a4thr1,verify@micros0ft-account.ru,micros0ft-account.ru,,,,,,1
bundled_local,EMAIL_000492,Click Here to Confirm Your Password,PayPal security alert. Confirm your information: bit.ly/8rdtia,Click Here to Confirm Your Password PayPal security alert. Confirm your information: bit.ly/8rdtia,help@applesupport-verify.net,applesupport-verify.net,,,,,,1
bundled_local,EMAIL_000177,Refund Pending - Claim Now,Your payment method has expired. Update it now: bit.ly/hazni9,Refund Pending - Claim Now Your payment method has expired. Update it now: bit.ly/hazni9,admin@bank-security-check.xyz,bank-security-check.xyz,,,,,,1
bundled_local,EMAIL_000451,Action Required: Unusual Activity Detected,PayPal security alert. Confirm your information: bit.ly/13w2pp,Action Required: Unusual Activity Detected PayPal security alert. Confirm your information: bit.ly/13w2pp,help@applesupport-verify.net,applesupport-verify.net,,,,,,1
bundled_local,EMAIL_000762,Your Reservation Confirmation,We've improved our security. No action needed from you.,Your Reservation Confirmation We've improved our security. No action needed from you.,notifications@app.com,app.com,,,,,,0
bundled_local,EMAIL_000041,Bank Security Alert,Amazon detected unauthorized access. Verify your account: bit.ly/l4liir,Bank Security Alert Amazon detected unauthorized access. Verify your account: bit.ly/l4liir,security@google-account.tk,google-account.tk,,,,,,1
bundled_local,EMAIL_000235,Bank Security Alert,Your Microsoft account needs immediate attention: bit.ly/8gd3mk,Bank Security Alert Your Microsoft account needs immediate attention: bit.ly/8gd3mk,security@google-account.tk,google-account.tk,,,,,,1
bundled_local,EMAIL_000283,Update Payment Method Required,Your Microsoft account needs immediate attention: bit.ly/4ye4xg,Update Payment Method Required Your Microsoft account needs immediate attention: bit.ly/4ye4xg,security@google-account.tk,google-account.tk,,,,,,1
bundled_local,EMAIL_000822,Project Update - Q3 Results,Your subscription has been renewed. Thank you for your continued support.,Project Update - Q3 Results Your subscription has been renewed. Thank you for your continued support.,team@workplace.com,workplace.com,,,,,,0
bundled_local,EMAIL_000152,Congratulations! You've Won a Prize,Your Netflix subscription needs updating: bit.ly/x7cu00,Congratulations! You've Won a Prize Your Netflix subscription needs updating: bit.ly/x7cu00,admin@bank-security-check.xyz,bank-security-check.xyz,,,,,,1
bundled_local,EMAIL_000914,Project Update - Q3 Results,The team meeting has been rescheduled to Friday at 3 PM. See you then!,Project Update - Q3 Results The team meeting has been rescheduled to Friday at 3 PM. See you then!,admin@project.com,project.com,,,,,,0
bundled_local,EMAIL_000437,Confirm Your Identity Now,Your Netflix subscription needs updating: bit.ly/ntubg4,Confirm Your Identity Now Your Netflix subscription needs updating: bit.ly/ntubg4,noreply@amaz0n-security.com,amaz0n-security.com,,,,,,1
bundled_local,EMAIL_000030,Congratulations! You've Won a Prize,Confirm receipt of package: bit.ly/ret9zo,Congratulations! You've Won a Prize Confirm receipt of package: bit.ly/ret9zo,support@paypa1-verify.com,paypa1-verify.com,,,,,,1
bundled_local,EMAIL_000118,Your Account Has Been Compromised,Congratulations! You've won $5000. Claim your prize: bit.ly/9bjsvf,Your Account Has Been Compromised Congratulations! You've won $5000. Claim your prize: bit.ly/9bjsvf,admin@bank-security-check.xyz,bank-security-check.xyz,,,,,,1
bundled_local,EMAIL_000472,Your Account Has Been Compromised,Confirm receipt of package: bit.ly/4xcb38,Your Account Has Been Compromised Confirm receipt of package: bit.ly/4xcb38,help@applesupport-verify.net,applesupport-verify.net,,,,,,1
bundled_local,EMAIL_000376,Click Here to Confirm Your Password,We noticed unusual activity. Please confirm your password: bit.ly/l4bvfz,Click Here to Confirm Your Password We noticed unusual activity. Please confirm your password: bit.ly/l4bvfz,help@applesupport-verify.net,applesupport-verify.net,,,,,,1
bundled_local,EMAIL_000176,Congratulations! You've Won a Prize,We noticed unusual activity. Please confirm your password: bit.ly/nby5iz,Congratulations! You've Won a Prize We noticed unusual activity. Please confirm your password: bit.ly/nby5iz,verify@micros0ft-account.ru,micros0ft-account.ru,,,,,,1
bundled_local,EMAIL_000228,Action Required: Unusual Activity Detected,IRS tax refund ready for pickup. Claim here: bit.ly/30ajso,Action Required: Unusual Activity Detected IRS tax refund ready for pickup. Claim here: bit.ly/30ajso,help@applesupport-verify.net,applesupport-verify.net,,,,,,1
bundled_local,EMAIL_000441,Confirm Your Identity Now,Amazon detected unauthorized access. Verify your account: bit.ly/yoeg7z,Confirm Your Identity Now Amazon detected unauthorized access. Verify your account: bit.ly/yoeg7z,security@google-account.tk,google-account.tk,,,,,,1
bundled_local,EMAIL_000413,Urgent: Verify Your Account,Click here immediately to verify your account before it gets suspended: bit.ly/6jqlzr,Urgent: Verify Your Account Click here immediately to verify your account before it gets suspended: bit.ly/6jqlzr,admin@bank-security-check.xyz,bank-security-check.xyz,,,,,,1
bundled_local,EMAIL_000002,Action Required: Unusual Activity Detected,We noticed unusual activity. Please confirm your password: bit.ly/dbbj0i,Action Required: Unusual Activity Detected We noticed unusual activity. Please confirm your password: bit.ly/dbbj0i,support@paypa1-verify.com,paypa1-verify.com,,,,,,1
bundled_local,EMAIL_000634,Welcome to Our Newsletter,Thank you for attending our webinar. Here's the recording link.,Welcome to Our Newsletter Thank you for attending our webinar. Here's the recording link.,noreply@company.com,company.com,,,,,,0
bundled_local,EMAIL_000335,Bank Security Alert,Your Netflix subscription needs updating: bit.ly/z0on21,Bank Security Alert Your Netflix subscription needs updating: bit.ly/z0on21,noreply@amaz0n-security.com,amaz0n-security.com,,,,,,1
bundled_local,EMAIL_000408,Confirm Your Identity Now,IRS tax refund ready for pickup. Claim here: bit.ly/3dprso,Confirm Your Identity Now IRS tax refund ready for pickup. Claim here: bit.ly/3dprso,help@applesupport-verify.net,applesupport-verify.net,,,,,,1
bundled_local,EMAIL_000253,Urgent: Verify Your Account,Your payment method has expired. Update it now: bit.ly/iud6fv,Urgent: Verify Your Account Your payment method has expired. Update it now: bit.ly/iud6fv,noreply@amaz0n-security.com,amaz0n-security.com,,,,,,1
bundled_local,EMAIL_000252,Congratulations! You've Won a Prize,Amazon detected unauthorized access. Verify your account: bit.ly/mfth7i,Congratulations! You've Won a Prize Amazon detected unauthorized access. Verify your account: bit.ly/mfth7i,support@paypa1-verify.com,paypa1-verify.com,,,,,,1
bundled_local,EMAIL_000799,Monthly Report Attached,"Hi, just wanted to follow up on our discussion. Looking forward to the meeting tomorrow.","Monthly Report Attached Hi, just wanted to follow up on our discussion. Looking forward to the meeting tomorrow.",orders@store.com,store.com,,,,,,0
bundled_local,EMAIL_000453,Click Here to Confirm Your Password,We noticed unusual activity. Please confirm your password: bit.ly/h6l6r4,Click Here to Confirm Your Password We noticed unusual activity. Please confirm your password: bit.ly/h6l6r4,security@google-account.tk,google-account.tk,,,,,,1
bundled_local,EMAIL_000112,Your Account Has Been Compromised,Your Netflix subscription needs updating: bit.ly/qj0tnz,Your Account Has Been Compromised Your Netflix subscription needs updating: bit.ly/qj0tnz,help@applesupport-verify.net,applesupport-verify.net,,,,,,1
bundled_local,EMAIL_000014,Urgent: Verify Your Account,Your payment method has expired. Update it now: bit.ly/0xoo1e,Urgent: Verify Your Account Your payment method has expired. Update it now: bit.ly/0xoo1e,help@applesupport-verify.net,applesupport-verify.net,,,,,,1
bundled_local,EMAIL_000265,Action Required: Unusual Activity Detected,Click here immediately to verify your account before it gets suspended: bit.ly/9y0aez,Action Required: Unusual Activity Detected Click here immediately to verify your account before it gets suspended: bit.ly/9y0aez,help@applesupport-verify.net,applesupport-verify.net,,,,,,1
bundled_local,EMAIL_000141,Click Here to Confirm Your Password,Confirm receipt of package: bit.ly/6p7ay7,Click Here to Confirm Your Password Confirm receipt of package: bit.ly/6p7ay7,noreply@amaz0n-security.com,amaz0n-security.com,,,,,,1
bundled_local,EMAIL_000483,Refund Pending - Claim Now,Your payment method has expired. Update it now: bit.ly/asht5p,Refund Pending - Claim Now Your payment method has expired. Update it now: bit.ly/asht5p,support@paypa1-verify.com,paypa1-verify.com,,,,,,1
bundled_local,EMAIL_000421,Confirm Your Identity Now,Click here immediately to verify your account before it gets suspended: bit.ly/xie4h8,Confirm Your Identity Now Click here immediately to verify your account before it gets suspended: bit.ly/xie4h8,support@paypa1-verify.com,paypa1-verify.com,,,,,,1
bundled_local,EMAIL_000248,Urgent: Verify Your Account,Your payment method has expired. Update it now: bit.ly/w8fjjn,Urgent: Verify Your Account Your payment method has expired. Update it now: bit.ly/w8fjjn,help@applesupport-verify.net,applesupport-verify.net,,,,,,1
bundled_local,EMAIL_000436,Click Here to Confirm Your Password,Congratulations! You've won $5000. Claim your prize: bit.ly/70x7qs,Click Here to Confirm Your Password Congratulations! You've won $5000. Claim your prize: bit.ly/70x7qs,security@google-account.tk,google-account.tk,,,,,,1
bundled_local,EMAIL_000942,New Feature Release Notes,"Your password has been successfully changed. If this wasn't you, contact support.","New Feature Release Notes Your password has been successfully changed. If this wasn't you, contact support.",support@service.com,service.com,,,,,,0
bundled_local,EMAIL_000074,Action Required: Unusual Activity Detected,Your Microsoft account needs immediate attention: bit.ly/v8su95,Action Required: Unusual Activity Detected Your Microsoft account needs immediate attention: bit.ly/v8su95,admin@bank-security-check.xyz,bank-security-check.xyz,,,,,,1
