email_id,sender,subject,body,timestamp,word_count,has_links,suspicious_links_count,urgency_indicators_count,suspicious_keywords_count,has_sender_spoofing,has_capitals_excessive,label
EMAIL_000249,admin@bank-security-check.xyz,Bank Security Alert,IRS tax refund ready for pickup. Claim here: bit.ly/jsrvga,2026-06-29T04:19:18.566899,9,1,1,5,1,1,0,phishing
EMAIL_000271,verify@micros0ft-account.ru,Confirm Your Identity Now,Confirm receipt of package: bit.ly/a4thr1,2026-07-22T04:19:18.567407,5,1,3,4,1,1,0,phishing
EMAIL_000797,team@workplace.com,New Feature Release Notes,Attached is the updated project timeline. Please review and provide feedback.,2026-07-20T04:19:18.580841,11,0,0,0,0,0,0,legitimate
EMAIL_000492,help@applesupport-verify.net,Click Here to Confirm Your Password,PayPal security alert. Confirm your information: bit.ly/8rdtia,2026-07-27T04:19:18.574730,7,1,2,1,2,1,0,phishing
EMAIL_000893,team@workplace.com,Meeting Tomorrow at 2PM,Here's the monthly report with our latest metrics and performance analysis.,2026-07-25T04:19:18.582874,11,0,0,0,0,0,0,legitimate
EMAIL_000177,admin@bank-security-check.xyz,Refund Pending - Claim Now,Your payment method has expired. Update it now: bit.ly/hazni9,2026-06-30T04:19:18.565150,9,1,3,1,2,1,0,phishing
EMAIL_000451,help@applesupport-verify.net,Action Required: Unusual Activity Detected,PayPal security alert. Confirm your information: bit.ly/13w2pp,2026-07-12T04:19:18.573669,7,1,2,2,1,1,0,phishing
EMAIL_000877,notifications@app.com,Your Order Confirmation,Here's the monthly report with our latest metrics and performance analysis.,2026-07-11T04:19:18.582537,11,0,0,1,1,0,0,legitimate
EMAIL_000564,admin@project.com,New Feature Release Notes,Welcome to our subscriber community. You'll receive weekly updates on new features.,2026-07-20T04:19:18.576209,12,0,0,0,0,0,0,legitimate
EMAIL_000762,notifications@app.com,Your Reservation Confirmation,We've improved our security. No action needed from you.,2026-07-16T04:19:18.580102,9,0,0,0,1,0,0,legitimate
EMAIL_000601,team@workplace.com,Meeting Tomorrow at 2PM,Thank you for attending our webinar. Here's the recording link.,2026-07-27T04:19:18.576956,10,0,0,1,0,0,0,legitimate
EMAIL_000685,noreply@company.com,New Feature Release Notes,Attached is the updated project timeline. Please review and provide feedback.,2026-07-12T04:19:18.578574,11,0,0,1,0,0,0,legitimate
EMAIL_000041,security@google-account.tk,Bank Security Alert,Amazon detected unauthorized access. Verify your account: bit.ly/l4liir,2026-07-22T04:19:18.558269,8,1,1,5,1,1,0,phishing
EMAIL_000235,security@google-account.tk,Bank Security Alert,Your Microsoft account needs immediate attention: bit.ly/8gd3mk,2026-07-22T04:19:18.566498,7,1,3,2,0,1,0,phishing
EMAIL_000683,hr@company.com,New Feature Release Notes,Welcome to our subscriber community. You'll receive weekly updates on new features.,2026-07-17T04:19:18.578548,12,0,0,0,0,0,0,legitimate
EMAIL_000519,orders@store.com,Welcome to Our Newsletter,Thank you for your order! Your item will be shipped within 2 business days.,2026-07-18T04:19:18.575273,14,0,0,1,0,0,0,legitimate
EMAIL_000283,security@google-account.tk,Update Payment Method Required,Your Microsoft account needs immediate attention: bit.ly/4ye4xg,2026-07-22T04:19:18.567694,7,1,3,5,1,1,0,phishing
EMAIL_000733,admin@project.com,Your Reservation Confirmation,Welcome to our subscriber community. You'll receive weekly updates on new features.,2026-07-07T04:19:18.579533,12,0,0,1,1,0,0,legitimate
EMAIL_000788,notifications@app.com,Meeting Tomorrow at 2PM,"Hi, just wanted to follow up on our discussion. Looking forward to the meeting tomorrow.",2026-07-19T04:19:18.580616,15,0,0,0,0,0,0,legitimate
EMAIL_000761,support@service.com,Your Reservation Confirmation,We've improved our security. No action needed from you.,2026-07-18T04:19:18.580090,9,0,0,0,1,0,0,legitimate
EMAIL_000653,support@service.com,Meeting Tomorrow at 2PM,Thank you for attending our webinar. Here's the recording link.,2026-07-27T04:19:18.577883,10,0,0,0,0,0,0,legitimate
EMAIL_000822,team@workplace.com,Project Update - Q3 Results,Your subscription has been renewed. Thank you for your continued support.,2026-07-10T04:19:18.581351,11,0,0,1,0,0,0,legitimate
EMAIL_000152,admin@bank-security-check.xyz,Congratulations! You've Won a Prize,Your Netflix subscription needs updating: bit.ly/x7cu00,2026-07-09T04:19:18.564482,6,1,1,4,2,1,0,phishing
EMAIL_000914,admin@project.com,Project Update - Q3 Results,The team meeting has been rescheduled to Friday at 3 PM. See you then!,2026-07-14T04:19:18.583251,14,0,0,1,0,0,0,legitimate
EMAIL_000862,admin@project.com,New Feature Release Notes,Here's the monthly report with our latest metrics and performance analysis.,2026-07-01T04:19:18.582192,11,0,0,1,0,0,0,legitimate
EMAIL_000437,noreply@amaz0n-security.com,Confirm Your Identity Now,Your Netflix subscription needs updating: bit.ly/ntubg4,2026-07-19T04:19:18.573365,6,1,3,3,1,1,0,phishing
EMAIL_000030,support@paypa1-verify.com,Congratulations! You've Won a Prize,Confirm receipt of package: bit.ly/ret9zo,2026-07-02T04:19:18.558029,5,1,1,2,3,1,0,phishing
EMAIL_000611,notifications@app.com,Your Reservation Confirmation,Here's the monthly report with our latest metrics and performance analysis.,2026-07-23T04:19:18.577146,11,0,0,1,1,0,0,legitimate
EMAIL_000996,notifications@app.com,Monthly Report Attached,Thank you for attending our webinar. Here's the recording link.,2026-07-25T04:19:18.586268,10,0,0,0,0,0,0,legitimate
EMAIL_000118,admin@bank-security-check.xyz,Your Account Has Been Compromised,Congratulations! You've won $5000. Claim your prize: bit.ly/9bjsvf,2026-07-21T04:19:18.560077,8,1,2,2,3,1,0,phishing
EMAIL_000832,team@workplace.com,Welcome to Our Newsletter,Welcome to our subscriber community. You'll receive weekly updates on new features.,2026-07-14T04:19:18.581546,12,0,0,1,0,0,0,legitimate
EMAIL_000687,newsletter@brand.com,Team Lunch This Friday,"Your password has been successfully changed. If this wasn't you, contact support.",2026-07-13T04:19:18.578678,12,0,0,1,0,0,0,legitimate
EMAIL_000545,orders@store.com,Monthly Report Attached,Thank you for attending our webinar. Here's the recording link.,2026-07-28T04:19:18.575768,10,0,0,0,0,0,0,legitimate
EMAIL_000472,help@applesupport-verify.net,Your Account Has Been Compromised,Confirm receipt of package: bit.ly/4xcb38,2026-07-02T04:19:18.574330,5,1,2,5,1,1,0,phishing
EMAIL_000376,help@applesupport-verify.net,Click Here to Confirm Your Password,We noticed unusual activity. Please confirm your password: bit.ly/l4bvfz,2026-06-29T04:19:18.571884,9,1,1,1,2,0,0,phishing
EMAIL_000176,verify@micros0ft-account.ru,Congratulations! You've Won a Prize,We noticed unusual activity. Please confirm your password: bit.ly/nby5iz,2026-07-13T04:19:18.565128,9,1,3,2,3,1,0,phishing
EMAIL_000228,help@applesupport-verify.net,Action Required: Unusual Activity Detected,IRS tax refund ready for pickup. Claim here: bit.ly/30ajso,2026-07-03T04:19:18.566393,9,1,3,3,1,0,0,phishing
EMAIL_000441,security@google-account.tk,Confirm Your Identity Now,Amazon detected unauthorized access. Verify your account: bit.ly/yoeg7z,2026-07-18T04:19:18.573460,8,1,3,3,2,1,0,phishing
EMAIL_000413,admin@bank-security-check.xyz,Urgent: Verify Your Account,Click here immediately to verify your account before it gets suspended: bit.ly/6jqlzr,2026-07-12T04:19:18.572610,12,1,2,3,3,1,0,phishing
EMAIL_000829,support@service.com,Meeting Tomorrow at 2PM,Thank you for attending our webinar. Here's the recording link.,2026-07-21T04:19:18.581508,10,0,0,1,0,0,0,legitimate
EMAIL_000002,support@paypa1-verify.com,Action Required: Unusual Activity Detected,We noticed unusual activity. Please confirm your password: bit.ly/dbbj0i,2026-07-21T04:19:18.557324,9,1,1,5,1,0,0,phishing
EMAIL_000634,noreply@company.com,Welcome to Our Newsletter,Thank you for attending our webinar. Here's the recording link.,2026-07-23T04:19:18.577581,10,0,0,0,0,0,0,legitimate
EMAIL_000335,noreply@amaz0n-security.com,Bank Security Alert,Your Netflix subscription needs updating: bit.ly/z0on21,2026-07-23T04:19:18.568894,6,1,1,3,0,1,0,phishing
EMAIL_000408,help@applesupport-verify.net,Confirm Your Identity Now,IRS tax refund ready for pickup. Claim here: bit.ly/3dprso,2026-07-13T04:19:18.572536,9,1,1,4,2,1,0,phishing
EMAIL_000253,noreply@amaz0n-security.com,Urgent: Verify Your Account,Your payment method has expired. Update it now: bit.ly/iud6fv,2026-06-30T04:19:18.566999,9,1,1,2,3,0,0,phishing
EMAIL_000963,support@service.com,Meeting Tomorrow at 2PM,The team meeting has been rescheduled to Friday at 3 PM. See you then!,2026-07-12T04:19:18.585562,14,0,0,1,0,0,0,legitimate
EMAIL_000252,support@paypa1-verify.com,Congratulations! You've Won a Prize,Amazon detected unauthorized access. Verify your account: bit.ly/mfth7i,2026-07-19T04:19:18.566979,8,1,2,4,3,0,0,phishing
EMAIL_000869,newsletter@brand.com,Your Reservation Confirmation,The team meeting has been rescheduled to Friday at 3 PM. See you then!,2026-07-10T04:19:18.582315,14,0,0,0,1,0,0,legitimate
EMAIL_000799,orders@store.com,Monthly Report Attached,"Hi, just wanted to follow up on our discussion. Looking forward to the meeting tomorrow.",2026-07-22T04:19:18.580872,15,0,0,1,0,0,0,legitimate
EMAIL_000541,notifications@app.com,Team Lunch This Friday,Attached is the updated project timeline. Please review and provide feedback.,2026-07-28T04:19:18.575719,11,0,0,0,0,0,0,legitimate
EMAIL_000453,security@google-account.tk,Click Here to Confirm Your Password,We noticed unusual activity. Please confirm your password: bit.ly/h6l6r4,2026-07-17T04:19:18.573699,9,1,2,2,2,0,0,phishing
EMAIL_000112,help@applesupport-verify.net,Your Account Has Been Compromised,Your Netflix subscription needs updating: bit.ly/qj0tnz,2026-07-18T04:19:18.559889,6,1,1,3,0,1,0,phishing
EMAIL_000986,admin@project.com,Team Lunch This Friday,The team meeting has been rescheduled to Friday at 3 PM. See you then!,2026-07-15T04:19:18.586106,14,0,0,0,0,0,0,legitimate
EMAIL_000573,noreply@company.com,Project Update - Q3 Results,Thank you for attending our webinar. Here's the recording link.,2026-07-01T04:19:18.576391,10,0,0,0,0,0,0,legitimate
EMAIL_000014,help@applesupport-verify.net,Urgent: Verify Your Account,Your payment method has expired. Update it now: bit.ly/0xoo1e,2026-07-22T04:19:18.557646,9,1,2,2,3,1,0,phishing
EMAIL_000750,team@workplace.com,Welcome to Our Newsletter,Welcome to our subscriber community. You'll receive weekly updates on new features.,2026-07-05T04:19:18.579857,12,0,0,0,0,0,0,legitimate
EMAIL_000265,help@applesupport-verify.net,Action Required: Unusual Activity Detected,Click here immediately to verify your account before it gets suspended: bit.ly/9y0aez,2026-07-12T04:19:18.567219,12,1,1,1,2,0,0,phishing
EMAIL_000141,noreply@amaz0n-security.com,Click Here to Confirm Your Password,Confirm receipt of package: bit.ly/6p7ay7,2026-07-21T04:19:18.560478,5,1,3,2,2,0,0,phishing
EMAIL_000812,support@service.com,Your Reservation Confirmation,"Hi, just wanted to follow up on our discussion. Looking forward to the meeting tomorrow.",2026-07-14T04:19:18.581087,15,0,0,0,1,0,0,legitimate
EMAIL_000483,support@paypa1-verify.com,Refund Pending - Claim Now,Your payment method has expired. Update it now: bit.ly/asht5p,2026-07-22T04:19:18.574525,9,1,2,2,2,1,0,phishing
EMAIL_000421,support@paypa1-verify.com,Confirm Your Identity Now,Click here immediately to verify your account before it gets suspended: bit.ly/xie4h8,2026-07-14T04:19:18.572917,12,1,3,5,3,1,0,phishing
EMAIL_000248,help@applesupport-verify.net,Urgent: Verify Your Account,Your payment method has expired. Update it now: bit.ly/w8fjjn,2026-07-24T04:19:18.566883,9,1,2,1,3,1,0,phishing
EMAIL_000610,noreply@company.com,New Feature Release Notes,Thank you for your order! Your item will be shipped within 2 business days.,2026-07-27T04:19:18.577135,14,0,0,1,0,0,0,legitimate
EMAIL_000576,noreply@company.com,Team Lunch This Friday,We've improved our security. No action needed from you.,2026-07-19T04:19:18.576472,9,0,0,1,0,0,0,legitimate
EMAIL_000436,security@google-account.tk,Click Here to Confirm Your Password,Congratulations! You've won $5000. Claim your prize: bit.ly/70x7qs,2026-07-21T04:19:18.573344,8,1,1,2,5,1,0,phishing
EMAIL_000942,support@service.com,New Feature Release Notes,"Your password has been successfully changed. If this wasn't you, contact support.",2026-07-25T04:19:18.583897,12,0,0,0,0,0,0,legitimate
EMAIL_000592,notifications@app.com,Monthly Report Attached,The team meeting has been rescheduled to Friday at 3 PM. See you then!,2026-06-30T04:19:18.576795,14,0,0,1,0,0,0,legitimate
EMAIL_000074,admin@bank-security-check.xyz,Action Required: Unusual Activity Detected,Your Microsoft account needs immediate attention: bit.ly/v8su95,2026-06-30T04:19:18.559060,7,1,1,5,0,1,0,phishing
EMAIL_000478,support@paypa1-verify.com,Your Package Delivery Failed,Click here immediately to verify your account before it gets suspended: bit.ly/g85jko,2026-07-02T04:19:18.574450,12,1,3,4,2,0,0,phishing
EMAIL_000417,noreply@amaz0n-security.com,Your Package Delivery Failed,Your Microsoft account needs immediate attention: bit.ly/rg6vej,2026-07-17T04:19:18.572857,7,1,3,4,0,0,0,phishing
EMAIL_000470,security@google-account.tk,Congratulations! You've Won a Prize,Your payment method has expired. Update it now: bit.ly/n32n0o,2026-07-22T04:19:18.574260,9,1,1,5,3,1,0,phishing
EMAIL_000624,admin@project.com,Your Reservation Confirmation,"Your password has been successfully changed. If this wasn't you, contact support.",2026-07-17T04:19:18.577419,12,0,0,1,1,0,0,legitimate
EMAIL_000752,newsletter@brand.com,Project Update - Q3 Results,Thank you for your order! Your item will be shipped within 2 business days.,2026-07-20T04:19:18.579917,14,0,0,1,0,0,0,legitimate
EMAIL_000936,admin@project.com,Monthly Report Attached,"Your password has been successfully changed. If this wasn't you, contact support.",2026-07-10T04:19:18.583750,12,0,0,1,0,0,0,legitimate
EMAIL_000553,admin@project.com,Your Reservation Confirmation,"Hi, just wanted to follow up on our discussion. Looking forward to the meeting tomorrow.",2026-07-01T04:19:18.575983,15,0,0,0,1,0,0,legitimate
EMAIL_000795,notifications@app.com,Your Reservation Confirmation,Attached is the updated project timeline. Please review and provide feedback.,2026-06-29T04:19:18.580781,11,0,0,1,1,0,0,legitimate
EMAIL_000358,security@google-account.tk,Bank Security Alert,Confirm receipt of package: bit.ly/mp9qsb,2026-07-04T04:19:18.571437,5,1,1,5,1,1,0,phishing
EMAIL_000575,noreply@company.com,Project Update - Q3 Results,We've improved our security. No action needed from you.,2026-07-01T04:19:18.576419,9,0,0,0,0,0,0,legitimate
EMAIL_000650,orders@store.com,Welcome to Our Newsletter,The team meeting has been rescheduled to Friday at 3 PM. See you then!,2026-07-17T04:19:18.577848,14,0,0,0,0,0,0,legitimate
EMAIL_000703,support@service.com,Meeting Tomorrow at 2PM,Welcome to our subscriber community. You'll receive weekly updates on new features.,2026-06-29T04:19:18.578926,12,0,0,1,0,0,0,legitimate
EMAIL_000056,verify@micros0ft-account.ru,Click Here to Confirm Your Password,Click here immediately to verify your account before it gets suspended: bit.ly/7fvr6m,2026-07-02T04:19:18.558661,12,1,1,1,3,0,0,phishing
EMAIL_000499,support@paypa1-verify.com,Your Package Delivery Failed,We noticed unusual activity. Please confirm your password: bit.ly/1gyfix,2026-07-22T04:19:18.574903,9,1,2,1,1,0,0,phishing
EMAIL_000282,verify@micros0ft-account.ru,Confirm Your Identity Now,Congratulations! You've won $5000. Claim your prize: bit.ly/8qa5og,2026-06-30T04:19:18.567679,8,1,1,3,4,1,0,phishing
EMAIL_000549,hr@company.com,Your Order Confirmation,"Your password has been successfully changed. If this wasn't you, contact support.",2026-07-05T04:19:18.575922,12,0,0,1,1,0,0,legitimate
EMAIL_000513,noreply@company.com,Annual Leave Request Approved,Thank you for attending our webinar. Here's the recording link.,2026-07-14T04:19:18.575152,10,0,0,0,0,0,0,legitimate
EMAIL_000329,noreply@amaz0n-security.com,Congratulations! You've Won a Prize,We noticed unusual activity. Please confirm your password: bit.ly/nwtz0t,2026-07-28T04:19:18.568777,9,1,1,3,3,1,0,phishing
EMAIL_000589,newsletter@brand.com,Password Changed Successfully,Attached is the updated project timeline. Please review and provide feedback.,2026-07-06T04:19:18.576719,11,0,0,0,1,0,0,legitimate
EMAIL_000242,noreply@amaz0n-security.com,Your Package Delivery Failed,PayPal security alert. Confirm your information: bit.ly/rspzzd,2026-07-25T04:19:18.566690,7,1,1,3,1,1,0,phishing
EMAIL_000747,admin@project.com,Monthly Report Attached,"Hi, just wanted to follow up on our discussion. Looking forward to the meeting tomorrow.",2026-07-27T04:19:18.579815,15,0,0,1,0,0,0,legitimate
EMAIL_000947,orders@store.com,Annual Leave Request Approved,Thank you for attending our webinar. Here's the recording link.,2026-07-13T04:19:18.585242,10,0,0,0,0,0,0,legitimate
EMAIL_000368,security@google-account.tk,Action Required: Unusual Activity Detected,PayPal security alert. Confirm your information: bit.ly/z25m2k,2026-07-12T04:19:18.571719,7,1,2,4,1,0,0,phishing
EMAIL_000724,newsletter@brand.com,New Feature Release Notes,The team meeting has been rescheduled to Friday at 3 PM. See you then!,2026-07-15T04:19:18.579337,14,0,0,0,0,0,0,legitimate
EMAIL_000104,noreply@amaz0n-security.com,Your Package Delivery Failed,We noticed unusual activity. Please confirm your password: bit.ly/pqix8u,2026-07-21T04:19:18.559735,9,1,3,1,1,1,0,phishing
EMAIL_000940,hr@company.com,Project Update - Q3 Results,"Your password has been successfully changed. If this wasn't you, contact support.",2026-07-05T04:19:18.583819,12,0,0,1,1,0,0,legitimate
EMAIL_000503,noreply@company.com,New Feature Release Notes,Thank you for your order! Your item will be shipped within 2 business days.,2026-07-27T04:19:18.574967,14,0,0,0,0,0,0,legitimate
EMAIL_000018,verify@micros0ft-account.ru,Bank Security Alert,Click here immediately to verify your account before it gets suspended: bit.ly/ii8hmv,2026-07-07T04:19:18.557780,12,1,2,4,2,1,0,phishing
EMAIL_000025,support@paypa1-verify.com,Your Account Has Been Compromised,Your Microsoft account needs immediate attention: bit.ly/4kzktt,2026-07-23T04:19:18.557903,7,1,2,2,0,0,0,phishing
EMAIL_000617,support@service.com,Your Reservation Confirmation,"Hi, just wanted to follow up on our discussion. Looking forward to the meeting tomorrow.",2026-07-15T04:19:18.577263,15,0,0,0,1,0,0,legitimate
EMAIL_000966,admin@project.com,Team Lunch This Friday,We've improved our security. No action needed from you.,2026-07-02T04:19:18.585650,9,0,0,1,0,0,0,legitimate
EMAIL_000529,newsletter@brand.com,Your Reservation Confirmation,Attached is the updated project timeline. Please review and provide feedback.,2026-07-16T04:19:18.575512,11,0,0,1,1,0,0,legitimate
EMAIL_000173,security@google-account.tk,Refund Pending - Claim Now,Your Microsoft account needs immediate attention: bit.ly/s5ov93,2026-07-18T04:19:18.565012,7,1,3,4,1,0,0,phishing
EMAIL_000647,newsletter@brand.com,Annual Leave Request Approved,Here's the monthly report with our latest metrics and performance analysis.,2026-07-07T04:19:18.577811,11,0,0,0,0,0,0,legitimate
EMAIL_000943,admin@project.com,Password Changed Successfully,We've improved our security. No action needed from you.,2026-07-27T04:19:18.583914,9,0,0,1,0,0,0,legitimate
EMAIL_000044,security@google-account.tk,Bank Security Alert,We noticed unusual activity. Please confirm your password: bit.ly/jz3owq,2026-06-30T04:19:18.558314,9,1,2,5,1,1,0,phishing
EMAIL_000620,newsletter@brand.com,Password Changed Successfully,Welcome to our subscriber community. You'll receive weekly updates on new features.,2026-07-26T04:19:18.577307,12,0,0,1,1,0,0,legitimate
EMAIL_000531,noreply@company.com,Monthly Report Attached,Here's the monthly report with our latest metrics and performance analysis.,2026-07-04T04:19:18.575537,11,0,0,1,0,0,0,legitimate
EMAIL_000374,security@google-account.tk,Refund Pending - Claim Now,PayPal security alert. Confirm your information: bit.ly/kbs220,2026-07-21T04:19:18.571820,7,1,3,5,2,1,0,phishing
EMAIL_000532,hr@company.com,Your Reservation Confirmation,Here's the monthly report with our latest metrics and performance analysis.,2026-07-26T04:19:18.575547,11,0,0,1,1,0,0,legitimate
EMAIL_000980,team@workplace.com,Project Update - Q3 Results,Welcome to our subscriber community. You'll receive weekly updates on new features.,2026-07-24T04:19:18.585980,12,0,0,1,0,0,0,legitimate
EMAIL_000892,newsletter@brand.com,Your Reservation Confirmation,Your subscription has been renewed. Thank you for your continued support.,2026-07-28T04:19:18.582861,11,0,0,0,1,0,0,legitimate
EMAIL_000988,newsletter@brand.com,Annual Leave Request Approved,Welcome to our subscriber community. You'll receive weekly updates on new features.,2026-07-06T04:19:18.586139,12,0,0,1,0,0,0,legitimate
EMAIL_000318,noreply@amaz0n-security.com,Bank Security Alert,Click here immediately to verify your account before it gets suspended: bit.ly/pv27ey,2026-06-30T04:19:18.568518,12,1,1,5,2,0,0,phishing
EMAIL_000871,team@workplace.com,Monthly Report Attached,Attached is the updated project timeline. Please review and provide feedback.,2026-07-11T04:19:18.582340,11,0,0,0,0,0,0,legitimate
EMAIL_000809,notifications@app.com,Your Order Confirmation,"Hi, just wanted to follow up on our discussion. Looking forward to the meeting tomorrow.",2026-07-19T04:19:18.581040,15,0,0,0,1,0,0,legitimate
EMAIL_000588,hr@company.com,Monthly Report Attached,Thank you for attending our webinar. Here's the recording link.,2026-07-07T04:19:18.576706,10,0,0,1,0,0,0,legitimate
EMAIL_000688,noreply@company.com,Project Update - Q3 Results,Here's the monthly report with our latest metrics and performance analysis.,2026-07-27T04:19:18.578691,11,0,0,1,0,0,0,legitimate
EMAIL_000841,notifications@app.com,Monthly Report Attached,"Hi, just wanted to follow up on our discussion. Looking forward to the meeting tomorrow.",2026-07-22T04:19:18.581738,15,0,0,0,0,0,0,legitimate
EMAIL_000143,verify@micros0ft-account.ru,Update Payment Method Required,Your Microsoft account needs immediate attention: bit.ly/sngfxq,2026-07-15T04:19:18.560505,7,1,2,5,1,1,0,phishing
EMAIL_000665,hr@company.com,Monthly Report Attached,Here's the monthly report with our latest metrics and performance analysis.,2026-07-05T04:19:18.578089,11,0,0,1,0,0,0,legitimate
EMAIL_000281,help@applesupport-verify.net,Refund Pending - Claim Now,We noticed unusual activity. Please confirm your password: bit.ly/rs1nmf,2026-07-01T04:19:18.567660,9,1,3,2,2,1,0,phishing
EMAIL_000614,notifications@app.com,Team Lunch This Friday,Welcome to our subscriber community. You'll receive weekly updates on new features.,2026-07-22T04:19:18.577189,12,0,0,1,0,0,0,legitimate
EMAIL_000364,help@applesupport-verify.net,Congratulations! You've Won a Prize,Your payment method has expired. Update it now: bit.ly/5b3q1i,2026-07-04T04:19:18.571541,9,1,3,4,3,1,0,phishing
EMAIL_000363,admin@bank-security-check.xyz,Your Account Has Been Compromised,Your Microsoft account needs immediate attention: bit.ly/f9slqe,2026-07-23T04:19:18.571516,7,1,2,2,0,1,0,phishing
EMAIL_000918,newsletter@brand.com,Password Changed Successfully,Attached is the updated project timeline. Please review and provide feedback.,2026-07-02T04:19:18.583335,11,0,0,1,1,0,0,legitimate
EMAIL_000405,help@applesupport-verify.net,Your Account Has Been Compromised,Amazon detected unauthorized access. Verify your account: bit.ly/2veakj,2026-07-13T04:19:18.572487,8,1,2,3,1,0,0,phishing
EMAIL_000339,help@applesupport-verify.net,Refund Pending - Claim Now,PayPal security alert. Confirm your information: bit.ly/9bdzhw,2026-07-06T04:19:18.569025,7,1,1,2,2,1,0,phishing
EMAIL_000011,support@paypa1-verify.com,Click Here to Confirm Your Password,Confirm receipt of package: bit.ly/pp9pas,2026-06-29T04:19:18.557540,5,1,2,4,2,1,0,phishing
EMAIL_000850,team@workplace.com,Your Reservation Confirmation,Thank you for attending our webinar. Here's the recording link.,2026-07-24T04:19:18.581918,10,0,0,1,1,0,0,legitimate
EMAIL_000667,newsletter@brand.com,Password Changed Successfully,"Your password has been successfully changed. If this wasn't you, contact support.",2026-07-13T04:19:18.578242,12,0,0,0,0,0,0,legitimate
EMAIL_000702,orders@store.com,Your Reservation Confirmation,Your subscription has been renewed. Thank you for your continued support.,2026-07-23T04:19:18.578906,11,0,0,0,1,0,0,legitimate
EMAIL_000922,newsletter@brand.com,Your Order Confirmation,Welcome to our subscriber community. You'll receive weekly updates on new features.,2026-07-26T04:19:18.583387,12,0,0,0,1,0,0,legitimate
EMAIL_000511,support@service.com,Your Order Confirmation,"Hi, just wanted to follow up on our discussion. Looking forward to the meeting tomorrow.",2026-07-22T04:19:18.575123,15,0,0,0,1,0,0,legitimate
EMAIL_000037,admin@bank-security-check.xyz,Click Here to Confirm Your Password,Click here immediately to verify your account before it gets suspended: bit.ly/7ptju6,2026-07-03T04:19:18.558170,12,1,2,4,3,1,0,phishing
EMAIL_000414,help@applesupport-verify.net,Action Required: Unusual Activity Detected,PayPal security alert. Confirm your information: bit.ly/i9gw2l,2026-07-12T04:19:18.572797,7,1,2,4,1,0,0,phishing
EMAIL_000742,newsletter@brand.com,Password Changed Successfully,The team meeting has been rescheduled to Friday at 3 PM. See you then!,2026-07-24T04:19:18.579718,14,0,0,0,0,0,0,legitimate
EMAIL_000565,hr@company.com,Welcome to Our Newsletter,The team meeting has been rescheduled to Friday at 3 PM. See you then!,2026-07-02T04:19:18.576222,14,0,0,1,0,0,0,legitimate
EMAIL_000128,support@paypa1-verify.com,Bank Security Alert,Click here immediately to verify your account before it gets suspended: bit.ly/nq3juo,2026-07-25T04:19:18.560256,12,1,2,1,2,1,0,phishing
EMAIL_000169,security@google-account.tk,Update Payment Method Required,Confirm receipt of package: bit.ly/ju235n,2026-07-27T04:19:18.564953,5,1,2,3,2,1,0,phishing
EMAIL_000567,admin@project.com,New Feature Release Notes,Here's the monthly report with our latest metrics and performance analysis.,2026-07-17T04:19:18.576281,11,0,0,1,0,0,0,legitimate
EMAIL_000561,noreply@company.com,Annual Leave Request Approved,Thank you for your order! Your item will be shipped within 2 business days.,2026-07-08T04:19:18.576168,14,0,0,0,0,0,0,legitimate
EMAIL_000740,hr@company.com,Your Reservation Confirmation,"Hi, just wanted to follow up on our discussion. Looking forward to the meeting tomorrow.",2026-07-19T04:19:18.579693,15,0,0,1,1,0,0,legitimate
EMAIL_000439,noreply@amaz0n-security.com,Congratulations! You've Won a Prize,Congratulations! You've won $5000. Claim your prize: bit.ly/ayvgoh,2026-07-12T04:19:18.573431,8,1,3,4,3,1,0,phishing
EMAIL_000858,notifications@app.com,Welcome to Our Newsletter,Here's the monthly report with our latest metrics and performance analysis.,2026-07-09T04:19:18.582139,11,0,0,0,0,0,0,legitimate
EMAIL_000583,support@service.com,Project Update - Q3 Results,The team meeting has been rescheduled to Friday at 3 PM. See you then!,2026-07-20T04:19:18.576570,14,0,0,0,0,0,0,legitimate
EMAIL_000182,security@google-account.tk,Bank Security Alert,Your Netflix subscription needs updating: bit.ly/fn4ech,2026-07-07T04:19:18.565310,6,1,2,2,0,1,0,phishing
EMAIL_000584,noreply@company.com,Meeting Tomorrow at 2PM,"Your password has been successfully changed. If this wasn't you, contact support.",2026-07-24T04:19:18.576583,12,0,0,1,0,0,0,legitimate
EMAIL_000124,security@google-account.tk,Congratulations! You've Won a Prize,Confirm receipt of package: bit.ly/tu966g,2026-07-07T04:19:18.560166,5,1,1,4,3,1,0,phishing
EMAIL_000164,security@google-account.tk,Congratulations! You've Won a Prize,Your Microsoft account needs immediate attention: bit.ly/gv3hds,2026-07-28T04:19:18.564810,7,1,3,4,2,1,0,phishing
EMAIL_000961,notifications@app.com,Password Changed Successfully,Thank you for attending our webinar. Here's the recording link.,2026-07-22T04:19:18.585530,10,0,0,1,0,0,0,legitimate
EMAIL_000045,help@applesupport-verify.net,Your Package Delivery Failed,We noticed unusual activity. Please confirm your password: bit.ly/26tb9d,2026-07-07T04:19:18.558329,9,1,3,3,1,1,0,phishing
EMAIL_000260,admin@bank-security-check.xyz,Your Package Delivery Failed,PayPal security alert. Confirm your information: bit.ly/zwqd1d,2026-07-03T04:19:18.567147,7,1,3,1,1,0,0,phishing
